DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<10k,10k-15k,15k-25k,25k-35k,35k-50k,50k-75k,75k-100k,100k-150k,150k-200k,200k<,% with Computer,% with Internet
Hauppauge Union Free School District,NY,3695.0,Hybrid,Unknown,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.048529411764705876,0.5426470588235294,0.4088235294117647,0.8859999999999999,0.055,0.006,0.068,0.0,0.005,0.0,0.011000000000000001,0.0,0.087,0.069,0.136,0.237,0.244,0.214,1.0,0.968
Hempstead Public School District,NY,7293.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0759493670886076,0.653564290473018,0.27048634243837444,0.147,0.384,0.024,0.02,0.502,0.07200000000000001,0.042,0.08800000000000001,0.11,0.11900000000000001,0.155,0.155,0.16399999999999998,0.076,0.017,0.977,0.8540000000000001
Rush Henrietta Central School District,NY,5670.0,Hybrid,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Pending,0.05442176870748299,0.6107331821617535,0.33484504913076335,0.748,0.18899999999999997,0.031,0.11699999999999999,0.012,0.048,0.031,0.061,0.023,0.086,0.162,0.157,0.285,0.106,0.040999999999999995,0.98,0.941
Herkimer Central School District,NY,1165.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0625,0.7541666666666668,0.18333333333333335,0.976,0.042,0.0,0.027999999999999997,0.006999999999999999,0.027000000000000003,0.013000000000000001,0.06,0.154,0.154,0.174,0.242,0.134,0.013000000000000001,0.027000000000000003,0.987,0.94
Edwards-Knox Central School District,NY,538.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.030612244897959186,0.7244897959183674,0.2448979591836735,1.0,0.043,0.0,0.017,0.0,0.012,0.06,0.075,0.10400000000000001,0.16399999999999998,0.16399999999999998,0.134,0.134,0.134,0.012,0.955,0.925
Heuvelton Central School District,NY,560.0,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.06666666666666667,0.7481481481481481,0.18518518518518517,1.0,0.004,0.0,0.0,0.0,0.129,0.024,0.035,0.08199999999999999,0.08199999999999999,0.141,0.153,0.271,0.059000000000000004,0.024,0.753,0.706
Hicksville Union Free School District,NY,5353.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.04722222222222223,0.6305555555555555,0.32222222222222224,0.623,0.052000000000000005,0.005,0.344,0.049,0.006999999999999999,0.0,0.028999999999999998,0.02,0.062,0.073,0.157,0.313,0.17,0.16899999999999998,0.99,0.95
Highland Central School District,NY,1820.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,0.02366863905325444,0.6449704142011835,0.33136094674556216,0.728,0.198,0.017,0.046,0.049,0.025,0.054000000000000006,0.059000000000000004,0.025,0.098,0.201,0.127,0.11800000000000001,0.172,0.127,0.985,0.912
Highland Falls-Fort Montgomery Ctrl SD,NY,1047.0,Online Only,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.11799410029498525,0.5988200589970502,0.2831858407079646,0.743,0.115,0.006,0.07400000000000001,0.124,0.0,0.0,0.011000000000000001,0.07200000000000001,0.022000000000000002,0.083,0.276,0.315,0.166,0.055,1.0,1.0
Suffern Central School District,NY,4280.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.04430379746835443,0.5991561181434599,0.35654008438818563,0.813,0.08,0.009000000000000001,0.09,0.07,0.016,0.006,0.005,0.048,0.044000000000000004,0.048,0.152,0.268,0.132,0.27699999999999997,0.9890000000000001,0.9790000000000001
Hilton Central School District,NY,4584.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08132875143184422,0.6231386025200458,0.29553264604810997,0.943,0.059000000000000004,0.0,0.02,0.0,0.017,0.02,0.032,0.032,0.049,0.264,0.141,0.303,0.077,0.064,0.993,0.9490000000000001
Hinsdale Central School District,NY,440.0,Online Only,Unknown,Unknown,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.03061224489795918,0.7448979591836734,0.22448979591836735,0.8170000000000001,0.165,0.026000000000000002,0.061,0.006999999999999999,0.012,0.03,0.239,0.09,0.10400000000000001,0.16399999999999998,0.149,0.149,0.03,0.012,0.955,0.8059999999999999
Holland Central School District,NY,855.0,Hybrid,Yes,No,No,No,Required for all staff,Required for all students,Yes,Yes,Unknown,No,0.14155251141552513,0.5205479452054795,0.33789954337899547,0.992,0.012,0.02,0.0,0.0,0.027999999999999997,0.006,0.055999999999999994,0.063,0.111,0.19399999999999998,0.215,0.188,0.083,0.063,0.9790000000000001,0.903
Holland Patent Central School District,NY,1685.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.056547619047619055,0.7261904761904763,0.2172619047619048,0.985,0.028999999999999998,0.0,0.01,0.0,0.03,0.013000000000000001,0.043,0.057,0.039,0.248,0.183,0.23,0.087,0.07,0.965,0.8959999999999999
Holley Central School District,NY,1065.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06285714285714286,0.6571428571428571,0.28,0.902,0.049,0.013000000000000001,0.022000000000000002,0.036000000000000004,0.053,0.02,0.086,0.099,0.159,0.245,0.11900000000000001,0.166,0.04,0.013000000000000001,0.94,0.841
Homer Central School District,NY,2210.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.10298102981029808,0.5772357723577235,0.3197831978319783,0.9740000000000001,0.0,0.005,0.052000000000000005,0.005,0.016,0.02,0.055999999999999994,0.052000000000000005,0.155,0.171,0.135,0.22699999999999998,0.08,0.096,0.9640000000000001,0.809
Honeoye Central Schools,NY,691.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.11627906976744186,0.46511627906976744,0.4186046511627907,0.992,0.031,0.023,0.0,0.006,0.025,0.01,0.0,0.185,0.049,0.40700000000000003,0.099,0.12300000000000001,0.099,0.01,0.975,0.9259999999999999
Honeoye Falls-Lima School District,NY,2435.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08565737051792828,0.5737051792828685,0.3406374501992032,0.946,0.018000000000000002,0.004,0.039,0.013999999999999999,0.04,0.006999999999999999,0.053,0.03,0.06,0.12,0.15,0.28,0.09,0.17,1.0,0.99
Hoosick Falls Central School District,NY,1240.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.04779411764705883,0.5955882352941176,0.35661764705882354,1.0,0.002,0.012,0.02,0.0,0.0,0.016,0.055,0.231,0.09300000000000001,0.313,0.13699999999999998,0.132,0.011000000000000001,0.016,0.9009999999999999,0.846
Wappingers Central School District,NY,11105.0,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Unknown,Yes,Unknown,Closed indefinitely,Yes,0.06788744975435462,0.5971415810629745,0.3349709691826709,0.809,0.085,0.008,0.099,0.07300000000000001,0.019,0.006999999999999999,0.027000000000000003,0.047,0.036000000000000004,0.10099999999999999,0.147,0.256,0.18100000000000002,0.17800000000000002,0.996,0.968
Hornell City School District,NY,1821.0,Hybrid,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.04941860465116279,0.5348837209302325,0.41569767441860467,0.9670000000000001,0.064,0.01,0.018000000000000002,0.01,0.087,0.078,0.052000000000000005,0.135,0.191,0.17,0.139,0.109,0.017,0.022000000000000002,0.965,0.835
Horseheads Central School District,NY,4301.0,Hybrid,No,Pending,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.06351039260969978,0.5981524249422633,0.33833718244803695,0.9,0.063,0.0,0.063,0.011,0.027000000000000003,0.022000000000000002,0.02,0.069,0.10099999999999999,0.171,0.141,0.26,0.092,0.09699999999999999,0.978,0.9329999999999999
Hudson City School District,NY,1407.0,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.08527131782945735,0.6459948320413437,0.268733850129199,0.703,0.314,0.049,0.10099999999999999,0.044000000000000004,0.096,0.011000000000000001,0.099,0.17300000000000001,0.10300000000000001,0.19899999999999998,0.107,0.107,0.08800000000000001,0.018000000000000002,0.9740000000000001,0.757
Hudson Falls Central School District,NY,2436.0,Hybrid,Yes,Unknown,Yes,Unknown,Unknown,Required for all students,Yes,Yes,Never closed,Yes,0.05527638190954775,0.6155778894472362,0.3291457286432161,0.971,0.046,0.019,0.0,0.004,0.0,0.061,0.07400000000000001,0.113,0.201,0.17800000000000002,0.168,0.155,0.023,0.023,0.9640000000000001,0.945
Huntington Union Free School District,NY,4455.0,Hybrid,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06060606060606061,0.61998361998362,0.3194103194103194,0.7140000000000001,0.08199999999999999,0.003,0.021,0.213,0.01,0.021,0.031,0.05,0.105,0.147,0.08800000000000001,0.153,0.115,0.281,0.973,0.9279999999999999
South Huntington Union Free School Dist,NY,6192.0,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,0.07125103562551782,0.5940347970173986,0.3347141673570837,0.7440000000000001,0.087,0.008,0.085,0.12300000000000001,0.052000000000000005,0.013999999999999999,0.039,0.03,0.094,0.099,0.12,0.212,0.145,0.19699999999999998,0.993,0.914
Hyde Park Central School District,NY,3557.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06956521739130435,0.582608695652174,0.34782608695652173,0.805,0.138,0.011000000000000001,0.037000000000000005,0.062,0.068,0.013999999999999999,0.04,0.076,0.084,0.20199999999999999,0.132,0.226,0.10800000000000001,0.05,0.986,0.968
Central Valley School District,NY,2435.0,Hybrid,Unknown,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.0682730923694779,0.608433734939759,0.3232931726907631,0.91,0.10300000000000001,0.0,0.017,0.022,0.03,0.05,0.099,0.069,0.132,0.228,0.175,0.149,0.055999999999999994,0.013000000000000001,0.993,0.9309999999999999
Irvington Union Free School District,NY,1867.0,Other,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.052192066805845504,0.580375782881002,0.3674321503131524,0.9079999999999999,0.096,0.015,0.052000000000000005,0.019,0.033,0.0,0.067,0.0,0.040999999999999995,0.071,0.045,0.21899999999999997,0.08900000000000001,0.435,0.97,0.9670000000000001
Island Park Union Free School District,NY,710.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,0.1090909090909091,0.5515151515151515,0.33939393939393936,0.784,0.026000000000000002,0.004,0.042,0.163,0.047,0.0,0.016,0.039,0.055,0.17300000000000001,0.18899999999999997,0.134,0.18100000000000002,0.157,1.0,0.945
Islip Union Free Public Schools,NY,3275.0,Hybrid,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,0.04190476190476191,0.5733333333333334,0.38476190476190475,0.852,0.069,0.004,0.03,0.057999999999999996,0.0,0.009000000000000001,0.021,0.015,0.021,0.10400000000000001,0.126,0.28800000000000003,0.187,0.22699999999999998,0.9940000000000001,0.9790000000000001
East Islip School District,NY,3837.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06636155606407323,0.5583524027459954,0.37528604118993136,0.897,0.027999999999999997,0.001,0.027999999999999997,0.05,0.011000000000000001,0.0,0.013000000000000001,0.006999999999999999,0.039,0.059000000000000004,0.13699999999999998,0.2,0.309,0.226,1.0,0.9940000000000001
Ithaca City School District,NY,5265.0,Online Only,No,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Unknown,Closed 6-14 days,Yes,0.06935908691834942,0.6628621597892889,0.2677787532923617,0.809,0.10800000000000001,0.021,0.177,0.016,0.063,0.03,0.039,0.061,0.09699999999999999,0.185,0.14400000000000002,0.174,0.081,0.127,0.958,0.929
Jamestown Public Schools,NY,5143.0,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.07722772277227723,0.6079207920792079,0.31485148514851485,0.88,0.153,0.027000000000000003,0.017,0.066,0.11699999999999999,0.094,0.15,0.102,0.107,0.18100000000000002,0.139,0.09300000000000001,0.008,0.006,0.955,0.8079999999999999
Southwestern Central School District,NY,1408.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.04938271604938271,0.588477366255144,0.36213991769547327,0.986,0.013999999999999999,0.01,0.017,0.0,0.011000000000000001,0.005,0.102,0.113,0.136,0.18600000000000003,0.11900000000000001,0.22,0.027999999999999997,0.079,0.9890000000000001,0.927
Jasper-Troupsburg Central School Dist,NY,475.0,On Premises,Unknown,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Never closed,Unknown,0.064,0.744,0.19199999999999998,1.0,0.004,0.0,0.0,0.0,0.040999999999999995,0.027000000000000003,0.12300000000000001,0.13699999999999998,0.233,0.16399999999999998,0.16399999999999998,0.068,0.040999999999999995,0.011000000000000001,0.726,0.63
Jefferson Central School District,NY,250.0,Hybrid,No,Unknown,Unknown,No,Required for all staff,Required for all students,Unknown,No,Never closed,Yes,0.052631578947368425,0.5964912280701755,0.3508771929824562,1.0,0.0,0.0,0.0,0.0,0.07,0.019,0.047,0.07,0.256,0.256,0.11599999999999999,0.047,0.11599999999999999,0.047,0.953,0.767
Sullivan West Central School District,NY,1080.0,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.062015503875969005,0.4844961240310078,0.4534883720930233,0.892,0.083,0.018000000000000002,0.061,0.05,0.022000000000000002,0.011000000000000001,0.045,0.034,0.10099999999999999,0.225,0.191,0.247,0.067,0.055999999999999994,0.978,0.9159999999999999
Jericho Union Free School District,NY,2985.0,Hybrid,No,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.06866197183098591,0.551056338028169,0.38028169014084506,0.618,0.013999999999999999,0.0,0.387,0.024,0.008,0.011000000000000001,0.0,0.036000000000000004,0.039,0.039,0.05,0.18,0.18,0.461,1.0,0.975
Johnson City Central School District,NY,2485.0,Unknown,Unknown,Unknown,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.12476370510396974,0.6162570888468809,0.2589792060491493,0.79,0.155,0.011000000000000001,0.133,0.015,0.068,0.071,0.07400000000000001,0.10800000000000001,0.162,0.231,0.10800000000000001,0.125,0.027999999999999997,0.02,0.9740000000000001,0.8690000000000001
Greater Johnstown School District,NY,1758.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Pending,Yes,0.08730158730158728,0.5978835978835979,0.31481481481481477,0.955,0.040999999999999995,0.0,0.032,0.018000000000000002,0.071,0.0,0.031,0.047,0.165,0.248,0.177,0.22,0.035,0.008,0.9840000000000001,0.925
Jordan-Elbridge Central School District,NY,1444.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.029197080291970802,0.5401459854014599,0.4306569343065693,0.977,0.02,0.0,0.013000000000000001,0.013000000000000001,0.027000000000000003,0.011000000000000001,0.055,0.08199999999999999,0.154,0.11,0.313,0.214,0.011000000000000001,0.016,0.995,0.8190000000000001
Kendall Central Schools,NY,740.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.0787878787878788,0.6060606060606061,0.3151515151515152,0.9890000000000001,0.0,0.004,0.016,0.022000000000000002,0.006999999999999999,0.042,0.034,0.151,0.218,0.218,0.092,0.151,0.042,0.034,0.966,0.882
Kings Park Central School District,NY,3565.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.10675675675675676,0.5581081081081081,0.33513513513513515,0.932,0.015,0.0,0.036000000000000004,0.047,0.019,0.005,0.01,0.005,0.046,0.1,0.053,0.23800000000000002,0.138,0.38299999999999995,1.0,0.983
Kingston City School District,NY,6574.0,Online Only,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.09024211298606016,0.6625091709464416,0.24724871606749815,0.7909999999999999,0.221,0.031,0.031,0.07400000000000001,0.044000000000000004,0.036000000000000004,0.07,0.098,0.11,0.188,0.14300000000000002,0.17800000000000002,0.09,0.044000000000000004,0.973,0.9309999999999999
La Fargeville Central School District,NY,600.0,Hybrid,Unknown,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,0.03649635036496351,0.6934306569343066,0.27007299270072993,0.9940000000000001,0.005,0.005,0.0,0.0,0.061,0.037000000000000005,0.024,0.073,0.159,0.268,0.098,0.134,0.037000000000000005,0.11,0.9390000000000001,0.866
Lafayette Central School District,NY,874.0,Hybrid,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.06521739130434782,0.40579710144927533,0.5289855072463767,0.938,0.055999999999999994,0.0,0.113,0.0,0.0,0.027000000000000003,0.0,0.045,0.11800000000000001,0.218,0.109,0.255,0.182,0.045,1.0,0.982
Lackawanna City School District,NY,1890.0,Hybrid,No,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.04363636363636363,0.6599999999999999,0.2963636363636364,0.7140000000000001,0.289,0.013000000000000001,0.059000000000000004,0.07200000000000001,0.08900000000000001,0.067,0.153,0.175,0.109,0.223,0.086,0.086,0.002,0.002,0.9159999999999999,0.73
Arlington Central School District,NY,8746.0,Online Only,No,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.07138607971445568,0.5532421177870316,0.3753718024985128,0.878,0.08,0.023,0.05,0.031,0.015,0.016,0.028999999999999998,0.043,0.049,0.124,0.12,0.243,0.17800000000000002,0.183,0.9890000000000001,0.9640000000000001
Lake George Central School District,NY,901.0,Online Only,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,0.023809523809523808,0.5773809523809523,0.3988095238095238,0.953,0.017,0.0,0.040999999999999995,0.005,0.040999999999999995,0.031,0.02,0.02,0.11199999999999999,0.14300000000000002,0.204,0.214,0.14300000000000002,0.071,1.0,1.0
Hadley-Luzerne Central School District,NY,780.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.06504065040650406,0.6341463414634145,0.30081300813008127,1.0,0.0,0.027999999999999997,0.0,0.006,0.047,0.0,0.059000000000000004,0.129,0.188,0.2,0.141,0.129,0.047,0.035,0.9059999999999999,0.871
Lake Placid Central School District,NY,678.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.16999999999999998,0.505,0.325,0.9390000000000001,0.065,0.003,0.0,0.009000000000000001,0.027999999999999997,0.0,0.042,0.126,0.11199999999999999,0.315,0.07,0.161,0.126,0.021,0.9790000000000001,0.8740000000000001
