DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,# K-12,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<$10k,$10k-$15k,$15k-$25k,$25k-$35k,$35k-$50k,$50k-$75k,$75k-$100k,$100k-$150k,$150k-$200k,$200k<,% with Computer,% with Internet
Alden-Hebron School District 19,IL,422.0,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,470,7.446808510638298,69.14893617021276,23.404255319148938,93.3,4.2,0.0,0.0,6.7,0.0,0.0,0.0,16.1,11.3,33.9,16.1,14.5,6.5,3.2,96.8,85.5
Henry-Senachwine Cmnty Unit Schl Dist 5,IL,640.0,Hybrid,Yes,No,No,No,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Unknown,505,3.9603960396039604,66.33663366336634,29.702970297029704,100.0,0.0,0.0,2.9,0.8,5.2,1.4,12.1,1.4,6.9,15.5,22.4,32.8,0.0,0.0,100.0,94.8
Herrin Community School District 4,IL,2356.0,Hybrid,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,2470,2.0242914979757085,66.19433198380567,31.781376518218625,94.3,6.2,1.7,2.1,0.0,4.4,0.6,9.1,2.2,18.7,17.9,20.9,20.1,2.2,3.9,92.0,89.8
Herscher Community Unit Schl District 2,IL,1905.0,Hybrid,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,1675,7.462686567164179,59.40298507462686,33.134328358208954,97.3,3.0,0.5,0.7,1.9,1.4,0.4,0.9,1.9,7.0,17.8,23.4,30.4,8.4,8.4,99.5,90.7
Heyworth Community School District 4,IL,961.0,On Premises,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1010,6.435643564356436,64.35643564356435,29.207920792079207,96.5,6.1,0.0,6.1,0.0,4.9,2.1,4.9,1.4,9.7,19.4,13.2,31.9,12.5,1.4,98.6,84.7
Highland Community Unit Schl District 5,IL,2882.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,2950,9.152542372881356,61.52542372881356,29.322033898305083,95.5,3.6,0.1,1.0,1.2,2.3,0.2,5.5,2.8,7.3,13.3,23.3,28.8,9.5,7.0,99.5,98.3
North Shore School District 112,IL,3682.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,4485,7.357859531772576,92.64214046822742,0.0,91.8,2.3,0.2,6.0,4.4,3.7,1.3,2.4,1.3,4.0,6.6,6.5,15.8,14.0,44.2,99.9,98.2
Township High School District 113,IL,3556.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,3795,0.0,0.0,100.0,93.4,1.9,0.4,3.7,1.9,3.5,1.0,1.3,2.4,2.7,8.0,5.8,15.8,14.5,44.9,99.5,98.2
Hillsboro Community Unit Schl District 3,IL,1695.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1435,6.620209059233449,68.6411149825784,24.738675958188153,96.7,6.0,0.0,0.9,0.0,4.8,8.9,10.1,4.2,19.0,19.0,14.3,17.9,0.5,1.8,97.6,85.1
Hillside School District 93,IL,500.0,Online Only,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,450,5.555555555555555,94.44444444444444,0.0,45.1,34.1,0.0,0.0,24.2,0.0,3.4,19.0,3.4,27.6,8.6,20.7,8.6,1.4,6.9,100.0,100.0
Hinckley-Big Rock Community Sch Dist 429,IL,669.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,835,4.191616766467066,67.66467065868264,28.143712574850298,96.4,1.6,0.4,1.6,4.1,0.9,0.9,3.3,0.9,7.6,29.3,20.7,21.7,5.4,10.9,100.0,89.1
Hinsdale Township High School Dist 86,IL,4250.0,Other,Unknown,Yes,Pending,Pending,Required for all staff,Unknown,Unknown,Unknown,Never closed,Unknown,5150,0.0,0.0,100.0,83.4,2.4,0.0,15.4,2.5,3.3,0.1,1.4,3.0,3.5,7.9,10.3,16.6,11.8,42.1,99.6,95.2
Heritage Community Unit School Dist 8,IL,576.0,Hybrid,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,610,8.19672131147541,70.49180327868852,21.311475409836067,99.3,0.6,0.0,0.6,0.6,1.1,5.3,2.7,4.0,16.0,21.3,13.3,24.0,6.7,6.7,98.7,90.7
Homer Community Cons School District 33C,IL,3750.0,Hybrid,Unknown,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,3845,12.743823146944083,87.25617685305592,0.0,94.7,0.6,0.5,3.4,1.7,2.1,0.0,1.3,3.2,4.3,10.6,14.9,31.7,19.2,12.7,99.6,96.1
Homewood School District 153,IL,2022.0,Online Only,Yes,Yes,Unknown,Yes,Required for all staff,Not required,Unknown,Yes,Never closed,Yes,2040,9.313725490196079,90.68627450980392,0.0,43.1,51.5,1.2,2.1,6.2,0.7,0.0,0.7,7.6,17.3,19.4,15.5,26.6,8.3,4.0,98.9,94.2
Hoopeston Area Cmnty Unit School Dist 11,IL,1135.0,On Premises,Yes,No,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1185,12.236286919831224,66.66666666666667,21.09704641350211,88.8,1.9,6.0,0.0,7.1,15.2,8.0,5.1,10.1,7.2,23.9,18.1,8.0,3.6,0.0,86.2,90.6
Shiloh Community Unit School District 1,IL,396.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,365,2.73972602739726,67.12328767123287,30.136986301369863,96.8,0.0,2.2,0.0,7.5,7.3,7.3,3.6,5.5,18.2,16.4,16.4,21.8,1.5,1.5,96.4,85.5
Hutsonville Community Unit School Dist 1,IL,357.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Pending,Pending,Yes,330,3.0303030303030303,74.24242424242425,22.727272727272727,100.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,4.1,18.4,26.5,8.2,32.7,8.2,0.0,100.0,95.9
Big Hollow School District 38,IL,1675.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1890,5.8201058201058204,94.17989417989418,0.0,89.2,11.1,0.2,6.6,4.5,0.8,2.9,2.1,2.9,8.8,22.6,16.3,24.7,6.3,12.6,100.0,97.9
Gavin School District 37,IL,860.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,670,14.925373134328359,85.07462686567165,0.0,100.0,8.0,0.0,0.0,0.0,4.8,1.9,11.4,4.8,9.5,15.2,5.7,30.5,7.6,8.6,100.0,89.5
Irvington Community Cons Schl Dist 11,IL,70.0,Unknown,Unknown,No,No,No,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Unknown,95,15.789473684210526,84.21052631578948,0.0,95.8,0.0,3.3,0.0,0.0,11.1,0.0,4.4,11.1,11.1,27.8,4.4,16.7,0.0,4.4,100.0,88.9
Itasca School District 10,IL,1018.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,900,10.555555555555555,89.44444444444444,0.0,93.2,0.0,0.0,6.8,1.7,0.6,0.0,0.0,3.0,15.6,11.1,8.9,11.9,28.1,21.5,100.0,93.3
Iuka Community Consolidated Schl Dist 7,IL,241.0,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,189,2.1164021164021163,97.88359788359789,0.0,100.0,1.7,0.0,0.0,0.0,0.0,7.1,7.1,10.7,10.7,25.0,10.7,28.6,0.0,0.0,89.3,89.3
Jacksonville School District 117,IL,3269.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,3495,8.15450643776824,64.94992846924177,26.895565092989987,90.8,13.9,0.5,1.9,0.6,3.4,5.1,14.6,11.3,12.5,15.8,14.2,12.1,8.5,2.6,94.3,89.3
Jersey Community Unit District 100,IL,2642.0,Hybrid,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,3230,4.489164086687307,61.30030959752322,34.21052631578947,99.5,4.6,0.8,0.3,0.9,2.8,0.5,5.6,10.5,7.2,13.1,19.8,25.4,11.4,3.7,95.3,88.8
Johnsburg Community Unit Schl Dist 12,IL,2071.0,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Pending,Never closed,Yes,2060,4.368932038834951,55.8252427184466,39.80582524271845,93.3,0.2,0.4,6.5,3.5,0.3,1.5,2.6,2.2,6.4,9.7,13.1,37.8,14.2,12.0,100.0,95.9
Johnston City Community Unit Schl Dist 1,IL,1107.0,Online Only,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Unknown,1290,6.589147286821706,65.89147286821705,27.51937984496124,98.1,0.0,0.0,1.9,0.0,5.1,0.0,19.6,5.7,19.0,21.5,7.6,17.7,3.8,0.0,79.7,79.7
Joliet Public School District 86,IL,11452.0,Online Only,No,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Unknown,11710,9.692570452604611,90.30742954739539,0.0,53.1,28.7,1.0,1.8,23.6,7.0,4.0,12.0,11.0,15.2,25.9,11.3,9.1,3.4,1.2,95.2,86.7
Joliet Township High School District 204,IL,5850.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,6730,0.0,0.0,100.0,57.6,24.7,0.7,2.1,21.1,3.2,2.5,10.4,7.0,12.9,23.7,12.1,17.4,6.9,3.8,97.7,90.5
Laraway Community Consolidated SD 70-C,IL,565.0,Online Only,No,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,370,9.45945945945946,90.54054054054055,0.0,64.4,41.3,0.0,0.0,1.9,1.4,5.1,13.6,16.9,13.6,16.9,18.6,6.8,6.8,0.0,96.6,91.5
Union School District 81,IL,105.0,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,115,13.043478260869565,86.95652173913044,0.0,78.3,17.4,0.0,0.0,0.0,4.7,4.7,0.0,4.7,4.7,29.4,0.0,23.5,4.7,11.8,82.4,82.4
Jonesboro Cmnty Consolidated Sch Dist 43,IL,396.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,280,17.857142857142858,82.14285714285714,0.0,98.5,0.0,0.0,1.2,0.0,10.9,8.7,1.7,13.0,13.0,8.7,28.3,17.4,0.0,0.0,87.0,80.4
Joppa-Maple Grove Community Unit 38,IL,283.0,Online Only,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,330,10.606060606060606,54.54545454545455,34.84848484848485,100.0,1.1,0.0,1.1,4.2,5.9,0.0,8.8,8.8,17.6,20.6,17.6,14.7,2.4,2.4,67.6,55.9
Gallatin Community Unit School Dist 7,IL,771.0,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,725,12.413793103448276,60.689655172413794,26.896551724137932,97.5,6.3,5.0,0.0,2.5,7.6,2.9,13.3,9.5,13.3,18.1,22.9,12.4,0.8,0.0,98.1,89.5
Indian Springs School District 109,IL,2923.0,Online Only,No,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Unknown,2670,14.41947565543071,85.58052434456928,0.0,77.5,14.2,0.4,4.3,7.2,3.7,7.1,6.9,11.3,15.9,24.5,12.5,7.8,5.9,4.4,90.4,85.8
Kankakee School District 111,IL,4807.0,Other,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,No,5340,7.116104868913857,63.670411985018724,29.213483146067414,46.4,49.8,0.2,1.1,6.0,11.9,5.3,13.7,7.9,10.4,24.0,9.4,12.6,3.5,1.2,87.9,76.4
Kansas Community School District 3,IL,217.0,On Premises,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,170,5.882352941176471,70.58823529411765,23.529411764705884,100.0,0.0,0.0,0.0,0.0,7.7,7.7,3.1,19.2,23.1,11.5,15.4,7.7,3.1,3.1,100.0,96.2
Kell Consolidated School District 2,IL,98.0,On Premises,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,135,22.22222222222222,77.77777777777777,0.0,96.9,0.0,2.5,0.0,2.5,0.0,0.0,0.0,4.0,20.0,30.0,25.0,20.0,4.0,0.0,100.0,95.0
Tri-Point Community Unit School Dist 6j,IL,403.0,Other,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,370,5.405405405405405,68.91891891891892,25.675675675675677,100.0,4.6,8.0,0.0,0.0,1.5,13.5,13.5,7.7,15.4,17.3,21.2,7.7,3.8,1.5,86.5,86.5
Kenilworth School District 38,IL,550.0,Online Only,No,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,485,10.309278350515465,89.69072164948453,0.0,92.1,0.0,0.0,7.9,0.0,3.2,0.0,0.0,0.0,4.8,3.2,0.0,9.5,6.3,74.6,100.0,98.4
Kewanee Community Unit School Dist 229,IL,2039.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1845,10.02710027100271,61.24661246612466,28.726287262872628,81.9,11.8,0.0,1.3,7.6,12.5,3.1,14.4,8.6,13.6,23.0,8.2,13.6,3.5,0.3,90.3,79.4
Wethersfield Community Unit Sch Dist 230,IL,625.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,385,3.896103896103896,59.74025974025974,36.36363636363637,84.4,9.4,0.8,5.2,7.3,0.0,0.0,0.0,3.7,13.0,25.9,14.8,33.3,7.4,3.7,100.0,96.3
South Fork School District 14,IL,363.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,420,5.9523809523809526,63.095238095238095,30.952380952380953,99.1,0.8,0.0,0.8,0.0,4.7,1.3,6.3,3.1,12.5,34.4,12.5,18.8,6.3,0.0,98.4,79.7
Kings Consolidated School District 144,IL,86.0,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,99,4.040404040404041,95.95959595959596,0.0,95.5,3.6,0.0,0.0,3.6,0.0,5.7,0.0,5.7,21.4,5.7,28.6,14.3,14.3,0.0,92.9,85.7
South Central Cmnty Unit School Dist 401,IL,645.0,On Premises,Unknown,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,Yes,705,7.092198581560283,71.63120567375887,21.27659574468085,100.0,0.0,0.0,0.5,0.0,4.3,2.9,2.9,7.1,12.9,21.4,28.6,17.1,1.1,1.1,98.6,91.4
Hiawatha Community Unit Schl Dist 426,IL,614.0,Hybrid,Unknown,Unknown,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,745,5.369127516778524,57.718120805369125,36.91275167785235,94.1,0.5,0.0,3.3,2.6,1.3,1.3,9.8,3.3,9.8,31.1,21.3,18.0,3.3,1.3,100.0,96.7
Knoxville Community Unit School Dist 202,IL,1062.0,Hybrid,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,815,4.9079754601226995,69.32515337423312,25.766871165644172,100.0,4.3,0.0,0.4,1.0,3.1,9.4,3.9,1.6,20.3,22.7,10.9,16.4,7.8,3.1,98.4,92.2
Lagrange Community School District 105,IL,1360.0,Online Only,No,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,No,Never closed,Yes,1765,10.48158640226629,89.51841359773371,0.0,95.3,7.7,0.2,4.7,0.7,2.4,1.9,5.7,3.3,15.6,12.7,6.6,21.7,10.4,18.9,97.6,89.2
Lyons Township High School District 204,IL,3700.0,Online Only,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,4055,0.0,0.0,100.0,87.7,8.1,1.0,2.8,3.9,0.5,1.7,2.7,3.3,7.1,9.9,10.2,16.5,14.9,33.2,97.8,95.9
Lagrange-Highlands School District 106,IL,870.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,820,6.7073170731707314,93.29268292682927,0.0,97.0,2.0,2.5,2.0,2.0,0.0,0.0,5.0,0.0,0.0,11.9,5.0,12.9,22.8,43.6,100.0,100.0
Lagrange Elementary School District 102,IL,3097.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Unknown,3830,9.007832898172325,90.99216710182768,0.0,89.0,6.9,0.2,2.6,4.4,1.0,2.9,0.8,1.3,5.7,6.3,11.2,24.7,14.1,32.1,98.3,97.9
La Harpe Community School Dist 347,IL,210.0,Hybrid,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,205,9.75609756097561,90.2439024390244,0.0,100.0,1.4,1.4,0.0,0.0,8.6,2.3,11.4,5.7,17.1,28.6,8.6,11.4,5.7,0.0,85.7,80.0
Lamoille Community Unit School Dist 303,IL,256.0,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Not required,Yes,Yes,Never closed,Yes,255,7.8431372549019605,52.94117647058823,39.21568627450981,92.3,0.0,1.5,7.7,1.5,2.7,0.0,2.7,6.7,20.0,10.0,20.0,26.7,2.7,2.7,96.7,93.3
Dimmick Community School District 175,IL,159.0,Hybrid,No,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,150,10.0,90.0,0.0,97.2,0.0,0.0,0.0,2.2,8.7,0.0,0.0,13.0,30.4,8.7,3.5,21.7,8.7,3.5,100.0,87.0
La Salle Elementary School District 122,IL,910.0,Hybrid,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Pending,1350,9.62962962962963,90.37037037037037,0.0,92.7,5.4,0.0,0.0,7.3,7.5,4.0,9.8,13.3,11.6,26.6,11.6,13.9,1.2,0.0,94.8,91.9
Lasalle-Peru Township High Schl Dist 120,IL,1608.0,Hybrid,Yes,Unknown,Unknown,No,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,1200,0.0,0.0,100.0,93.0,0.3,0.3,0.8,7.0,0.9,0.4,1.4,7.3,13.2,21.0,13.2,32.0,7.8,3.2,99.1,94.5
Ladd Community Consolidated District 94,IL,213.0,Online Only,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,180,8.333333333333334,91.66666666666667,0.0,94.6,0.0,0.0,0.0,5.4,6.9,0.0,10.3,10.3,10.3,13.8,20.7,20.7,2.8,6.9,100.0,96.6
Lake Bluff Elementary School District 65,IL,878.0,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,915,15.846994535519126,84.15300546448087,0.0,88.1,2.2,0.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.9,19.6,13.7,53.9,100.0,100.0
Lake Forest Community High Schl Dist 115,IL,1790.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1725,0.0,0.0,100.0,90.6,5.0,0.6,6.9,0.0,0.0,0.0,0.0,0.0,0.7,8.8,3.7,14.2,12.5,60.3,100.0,95.3
Lake Forest School District 67,IL,1867.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,2230,7.8475336322869955,92.152466367713,0.0,88.4,2.5,2.1,9.3,1.0,0.3,0.3,0.0,1.7,4.0,10.6,2.0,7.6,6.6,67.3,100.0,94.4
Rondout School District 72,IL,130.0,On Premises,No,No,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,205,7.317073170731708,92.6829268292683,0.0,97.6,0.0,0.0,7.1,0.0,3.6,0.0,0.0,9.1,3.6,3.6,3.6,13.6,9.1,54.5,100.0,100.0
Community High School District 117,IL,2700.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,2650,0.0,0.0,100.0,96.5,2.2,0.0,3.1,1.5,3.6,1.5,1.5,3.2,4.4,14.9,14.3,25.1,18.9,12.6,99.6,98.1
Lake Villa Comm Consolidated Sch Dist 41,IL,2565.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,2860,5.769230769230769,94.23076923076923,0.0,86.1,4.5,0.7,10.3,3.6,0.7,0.0,4.1,3.4,5.7,15.2,20.2,22.8,19.1,8.5,98.6,95.9
Community Unit School District 95,IL,5773.0,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,6120,6.045751633986928,59.80392156862745,34.150326797385624,86.3,3.8,0.7,10.9,3.5999999999999996,1.5,0.1,2.0,5.1,5.2,4.6,8.7,21.8,15.5,35.4,98.7,96.9
Lansing Elementary School District 158,IL,2610.0,Online Only,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,2540,13.188976377952756,86.81102362204724,0.0,35.4,60.2,1.1,0.5,7.2,11.4,4.0,7.7,4.8,15.1,17.7,14.5,18.5,5.7,0.9,97.4,93.2
Sunnybrook School District 171,IL,1048.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,820,3.048780487804878,96.95121951219512,0.0,26.4,66.3,0.0,0.0,7.2,6.2,0.0,10.3,4.8,2.8,36.6,2.8,32.4,2.8,2.8,100.0,100.0
Thornton Fractional Township HS Dist 215,IL,4037.0,Online Only,Yes,Unknown,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,3950,0.0,0.0,100.0,31.5,65.7,0.9,0.0,3.9,7.8,1.9,8.4,11.1,12.4,17.0,14.1,19.0,7.1,1.0,93.8,82.2
Lawrence County Community School Dist 20,IL,1230.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,1135,8.810572687224669,64.75770925110132,26.431718061674008,92.8,4.5,0.7,1.4,6.5,3.8,3.3,10.9,16.4,14.2,19.7,19.1,8.7,2.7,0.0,97.8,80.9
Leroy Community Unit School District 2,IL,857.0,On Premises,Yes,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,835,6.586826347305389,59.2814371257485,34.131736526946106,98.0,1.0,0.0,0.0,0.4,4.8,0.8,1.9,0.0,14.4,7.7,21.2,30.8,8.7,9.6,100.0,97.1
Lebanon Community Unit School District 9,IL,580.0,Hybrid,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,700,12.142857142857142,71.42857142857143,16.428571428571427,69.1,42.6,0.0,0.0,0.5,12.5,0.0,5.0,1.0,12.5,5.0,28.8,26.3,8.8,0.0,93.8,56.3
Leland Community Unit School District 1,IL,295.0,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,260,7.6923076923076925,53.84615384615385,38.46153846153846,100.0,0.0,1.5,0.0,1.5,2.9,0.0,7.1,2.9,7.1,25.0,14.3,25.0,10.7,2.9,100.0,100.0
Lemont High School District 210,IL,1500.0,Hybrid,Yes,No,Pending,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1330,0.0,0.0,100.0,95.9,0.7,0.0,5.9,1.9,2.3,2.3,0.4,2.8,0.4,8.7,23.4,20.2,16.1,23.4,100.0,97.7
Lemont-Bromberek Combined Sch Dist 113a,IL,2268.0,Online Only,No,Unknown,Yes,No,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,3130,8.945686900958467,91.05431309904154,0.0,91.1,1.9,1.1,7.4,1.5,2.4,2.6,1.7,3.3,4.5,5.2,19.8,27.1,14.5,19.0,100.0,99.8
Lena Winslow Community Unit Sch Dist 202,IL,889.0,Hybrid,Yes,No,No,Yes,Pending,Pending,Pending,Pending,Pending,Pending,820,10.365853658536585,65.2439024390244,24.390243902439025,95.7,4.3,0.0,0.0,0.0,0.8,0.0,2.0,3.9,14.7,34.3,17.6,16.7,9.8,0.8,99.0,98.0
Lewistown Community Unit School Dist 97,IL,735.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,740,5.405405405405405,47.2972972972973,47.2972972972973,98.8,0.0,0.0,0.0,2.2,3.8,0.8,5.7,10.4,10.4,21.7,13.2,29.2,1.9,2.8,100.0,96.2
Lexington Community School District 7,IL,508.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,555,4.504504504504505,65.76576576576576,29.72972972972973,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.2,18.2,15.2,9.1,31.8,16.7,4.5,100.0,84.8
Liberty Community Unit School District 2,IL,623.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,840,4.761904761904762,64.28571428571429,30.952380952380953,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,34.8,15.2,27.2,10.9,2.2,93.5,90.2
Libertyville Public School District 70,IL,2337.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Closed 6-14 days,Yes,2645,7.183364839319471,92.81663516068053,0.0,91.7,2.5,0.0,9.6,1.3,1.4,0.0,0.2,2.8,3.1,3.4,12.9,16.0,14.3,45.8,99.4,98.9
Oak Grove School District 68,IL,900.0,Hybrid,No,Unknown,Unknown,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,810,9.25925925925926,90.74074074074075,0.0,74.7,7.2,1.8,23.5,0.0,0.7,0.0,0.0,0.0,4.3,10.4,7.0,18.3,20.9,39.1,98.3,98.3
Chester-E Lincoln Community Cons Schs 61,IL,298.0,On Premises,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,440,12.5,87.5,0.0,93.1,0.8,0.0,5.9,0.0,0.0,0.0,3.6,7.3,25.5,25.5,12.7,14.5,10.9,1.5,100.0,96.4
Lincoln Community School District 404,IL,926.0,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,925,0.0,0.0,100.0,93.3,2.1,4.1,1.0,6.2,3.2,4.5,5.7,4.5,6.4,21.0,10.8,23.6,14.6,6.4,100.0,93.6
Lincoln Elementary School District 27,IL,1225.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1135,6.167400881057269,93.83259911894272,0.0,99.3,3.4,3.8,0.0,1.7,3.1,1.0,5.8,9.4,11.5,33.5,14.1,16.8,3.7,1.6,97.4,93.2
West Lincoln Broadwell Elem Schl Dist 92,IL,234.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,190,13.157894736842104,86.84210526315789,0.0,100.0,1.9,0.0,0.0,0.0,3.1,0.0,3.1,0.0,0.0,23.1,23.1,23.1,23.1,7.7,100.0,100.0
